,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
13916,37066,0,2012.05,2016.08,2014.08,2015.08,5460.36,3765,15.04,0.142819,44.31137796,11.04,1,454.63,4,10.392,0,0,14.829302764444444,1
18641,177202,0,2010.03,2016.03,2013.12,2015.03,15148.79,12781,353.38,0.100092,58.99595196,-2.49,1,1040.63,6,105.0,1,1,34.73206021,1
5957,54,0,2012.1,2016.11,2014.11,2015.11,8.03,0,16.25,0.144902,44.31137796,7.32,1,0.74,3,13.856,0,0,14.815831519999994,0
2054,29971,4934,2010.09,2016.09,2015.07,2015.09,4353.61,0,17.17,0.141434,44.31137796,11.42,2,316.95,5,13.2,1,1,14.838661736666667,0
10985,23159,0,2005.02,2016.02,2015.03,2015.03,2459.33,4127,156.94,0.1157509999999999,40.606701,44.52,1,248.88,11,29.7,0,0,27.232129957575754,0
5721,8385,0,2009.1,2016.1,2009.1,2015.1,901.3,0,15.99,0.146348,45.80687796,18.08,1,85.54,6,10.35,0,0,14.898837919999998,0
14071,13937,0,2010.07,2016.07,2010.07,2015.07,1537.51,0,16.58,0.1646369999999999,44.31137796,17.45,1,134.05,6,13.856,0,0,14.864763586666667,1
17092,31557,0,2011.11,2016.07,2015.07,2014.12,2442.05,0,15.99,0.1383049999999999,44.31137796,16.66,1,168.55,4,13.2,0,0,14.833743064444445,1
16928,39371,0,2011.09,2016.1,2013.1,2015.1,5806.81,4011,13.74,0.143166,44.31137796,22.95,1,527.6,4,13.856,1,1,14.84243173818182,1
8580,13846,0,2011.12,2016.12,2015.11,2015.12,1387.89,1262,145.35,0.1153599999999999,40.606701,2.26,1,170.69,4,17.6,1,1,27.147694833333325,0
15573,8595,0,2010.11,2016.09,2013.09,2015.09,1048.66,883,18.08,0.1670859999999999,45.30837756,34.68,1,94.69,5,13.856,1,1,14.872072719999997,1
13465,8328,18579,2012.02,2016.02,2014.06,2015.02,1258.71,840,18.41,0.146694,44.31137796,34.68,4,129.65,4,13.856,1,1,14.865305736666668,1
5814,597,0,2009.12,2016.12,2015.11,2015.12,74.51,0,13.64,0.16304,46.30537836,20.54,1,20.73,6,10.392,0,1,14.840304792222218,0
14670,104261,0,2012.04,2016.04,2012.04,2015.04,7345.91,9197,348.71,0.097487,58.99595196,0.24,1,570.05,4,150.0,1,1,34.719165668888884,1
19809,1967,0,2009.07,2016.07,2015.06,2015.07,148.2,158,131.75,0.114604,40.606701,20.29,1,17.09,7,15.001,0,0,27.188172499999997,1
6221,7702,0,2010.02,2016.03,2010.02,2015.03,759.27,0,116.48,0.115174,40.606701,45.35,1,94.5,6,20.0,1,0,27.225134316666665,0
17482,8979,0,2012.03,2016.03,2012.03,2015.03,997.7,1231,16.41,0.1640579999999999,44.31137796,32.25,1,10.96,4,15.0,1,0,14.885081642222223,1
8840,9664,0,2012.01,2017.01,2015.11,2016.01,494.39,0,1.2,0.142649,44.31137796,33.12,1,50.67,4,13.2,0,0,14.805633564444438,0
926,10283,3832,2012.12,2016.12,2012.12,2015.12,1792.56,0,18.57,0.1692799999999999,44.31137796,-1.48,4,378.44,3,13.856,1,0,14.81368706444444,0
14271,292,0,2010.08,2016.08,2010.08,2015.08,43.71,0,16.4,0.1457109999999999,44.31137796,12.36,1,5.97,5,10.392,0,0,14.827056368484849,1
3481,4904,0,2008.07,2016.05,2008.07,2015.05,420.78,340,129.39,0.1001669999999999,58.99595196,-0.78,1,60.22,8,9.9,0,0,34.71034512777778,0
16611,83228,0,2012.09,2016.09,2015.07,2015.09,12245.62,0,19.35,0.141434,44.31137796,8.98,1,934.57,3,10.392,1,0,14.834077897777778,1
18878,3470,0,2009.01,2016.02,2009.01,2015.02,520.47,0,15.98,0.1458839999999999,44.31137796,37.56,1,52.02,7,15.0,0,0,14.805584307878782,1
17184,11310,0,2012.08,2016.08,2013.08,2015.08,1667.81,803,16.4,0.143166,44.31137796,14.04,1,156.66,3,13.2,0,0,14.82446143111111,1
4691,15803,0,2010.01,2017.01,2010.01,2016.01,461.63,0,16.48,0.1458839999999999,44.31137796,37.56,1,45.07,6,15.0,0,0,14.830314697777778,0
1514,22292,0,2010.06,2016.06,2015.04,2015.06,433.85,0,0.0,0.145137,44.31137796,22.52,1,38.37,6,13.856,0,0,14.834672286666668,0
7436,0,0,2009.11,2016.06,2014.06,2015.06,870.61,0,0.0,0.1668619999999999,44.30687796,18.68,2,100.16,6,11.5,0,1,15.130188958888883,0
18150,3747,0,2009.08,2016.08,2009.08,2015.09,558.19,0,18.62,0.144902,44.31137796,12.36,1,51.28,6,10.392,0,0,14.81999561444444,1
888,12247,0,2009.07,2016.07,2015.05,2015.07,1310.09,2663,9.63,0.14317,44.31137796,16.2,1,118.14,7,11.5,0,1,14.831165435151515,0
4100,9532,0,2010.06,2016.06,2015.05,2015.06,704.09,0,129.38,0.114603,40.606701,27.44,1,116.99,6,17.320999999999998,1,0,27.198893499999997,0
12021,4942,17225,2009.09,2016.09,2009.09,2015.09,496.85,443,132.5,0.115174,40.606701,19.85,2,57.19,6,22.1,0,1,27.171495749999995,1
3782,507715,0,2013.01,2017.01,2013.01,2016.01,6755.06,9072,144.92,0.1169019999999999,40.606701,16.44,1,836.56,3,16.5,1,1,27.144295583333328,1
19796,11634,0,2012.07,2016.08,2014.08,2015.08,1715.55,3869,0.0,0.142819,44.31137796,15.96,1,140.32,4,15.0,1,1,14.83169566545455,1
4632,7551,0,2011.1,2016.1,2014.06,2015.11,1143.76,1772,15.1,0.147506,45.30837756,14.68,1,140.42,4,10.392,1,1,14.893099975555554,0
15576,2973609,773605,2011.06,2016.07,2015.07,2015.06,17490.97,25805,45.62,0.142881,44.31137796,0.12,2,-297.92,5,13.856,1,1,14.874589292222224,1
393,4779,0,2010.03,2016.03,2010.03,2015.03,186.12,0,15.98,0.146694,44.31137796,30.22,1,19.34,6,13.2,0,1,14.805896031111102,0
18450,32343,0,2012.11,2016.11,2015.11,2015.11,2779.48,4316,119.3,0.1135089999999999,40.606701,65.4,1,359.73,3,43.648,1,0,27.153040611111106,1
13073,151209,16958,2012.02,2016.02,2012.02,2015.02,4235.07,3342,146.24,0.1169,40.606701,44.88,2,450.75,4,30.0,1,0,27.234919099999995,1
7699,7817,0,2009.09,2016.09,2009.09,2015.09,769.97,2400,16.31,0.165793,44.31137796,10.08,1,83.16,6,10.392,0,0,14.855674542222223,0
12354,7212,0,2012.02,2016.09,2014.09,2015.09,1039.05,812,14.85,0.210689,45.80687796,2.41,1,156.32,4,10.392,1,0,15.386544486666669,1
13434,13685,0,2010.1,2016.1,2010.1,2015.1,550.56,0,18.53,0.146348,45.80687796,18.08,1,53.22,5,10.35,0,0,14.898837986666669,1
19957,6220,0,2010.01,2016.03,2010.01,2015.03,942.65,0,5.57,0.146694,44.31137796,30.22,1,100.79,6,13.2,0,0,14.850491781111112,1
15422,154251,0,2013.03,2016.03,2013.03,2015.03,0.0,0,144.84,0.1169099999999999,40.606701,45.35,2,0.0,3,20.0,1,1,27.227451483333333,1
4336,5409,0,2010.02,2016.02,2010.02,2015.02,503.12,0,10.88,0.165794,44.31137796,25.92,1,66.63,6,10.35,0,0,14.841737981111104,0
13933,12163,0,2013.01,2016.02,2015.12,2015.02,1157.02,3761,11.36,0.158854,44.31137796,33.0,1,105.09,3,13.164,1,0,14.838598592222215,1
17223,53819,0,2011.1,2016.1,2015.08,2015.1,298.22,0,18.02,0.14346,46.30537836,21.64,1,25.88,4,10.39,1,1,14.926455308888883,1
1751,25729,0,2011.07,2016.07,2011.07,2015.07,1316.83,1589,18.42,0.144902,44.31137796,18.48,1,128.91,5,13.15,1,1,14.829592903333332,0
5689,25145,0,2013.03,2016.03,2013.03,2015.03,36.53,0,15.2,0.273963,59.26637796,157.4,1,21.12,3,10.5,1,1,18.63266494777778,0
7678,690,0,2012.12,2016.12,2014.06,2015.12,104.51,0,14.17,0.147506,46.30537836,21.7,1,11.27,3,11.0,0,0,14.865299597777778,0
2222,4819,0,2010.01,2016.03,2010.01,2015.03,730.13,0,9.85,0.146694,44.31137796,25.18,1,75.48,6,11.0,0,0,14.850491781111112,0
13474,7002,0,2010.11,2016.11,2010.11,2015.11,646.91,0,358.14,0.1005279999999999,58.99595196,-12.75,1,153.72,5,55.0,1,1,34.64205940555556,1
8747,109261,0,2005.11,2016.08,2013.08,2015.08,9825.05,6172,142.59,0.112922,40.606701,15.6,1,826.38,10,41.5,0,0,27.15063063888888,0
3569,1141,0,2012.11,2016.11,2012.11,2015.11,171.91,0,18.32,0.142881,44.31137796,26.76,1,18.29,3,10.7,1,1,14.866371992222218,1
6549,56582,55452,2012.04,2016.09,2013.09,2015.09,5565.24,4501,130.44,0.111125,40.606701,6.57,2,440.26,4,24.0,1,0,27.17638711111111,0
11854,41129,56241,2012.03,2016.11,2015.11,2015.03,4230.21,3322,127.23,0.111194,40.606701,44.52,2,470.3,4,29.7,1,1,27.227466844444443,1
1295,9420,0,2010.06,2016.06,2010.06,2015.06,1068.88,0,16.99,0.1646369999999999,44.31137796,15.16,1,116.89,6,10.392,0,1,14.871162925555556,0
8704,45487,0,2012.07,2016.07,2015.06,2015.07,828.11,574,145.21,0.114025,40.606701,23.47,1,111.11,4,17.32,1,1,27.18976063333333,0
3048,8382,0,2013.03,2016.03,2013.03,2015.03,860.55,0,32.93,0.1169,40.606701,46.81,1,475.7,3,34.641,0,1,27.223515466666665,0
7014,1173627,0,2012.07,2016.07,2012.07,2015.07,4504.4,4512,13.81,0.1646369999999999,44.31137796,16.66,1,414.43,4,13.2,1,1,14.867035223030303,0
17668,0,0,2009.11,2016.11,2015.09,2015.11,299.78,0,0.0,0.162461,46.31137836,28.11,1,7.14,6,13.856,0,0,14.90084494222222,1
7364,16780,0,2009.05,2016.12,2015.1,2015.12,1868.8,0,0.0,0.163483,44.31137796,3.7,1,154.49,7,13.856,1,1,14.85499845888889,0
13454,0,0,2009.06,2016.06,2009.06,2015.06,0.0,0,6.91,0.1457109999999999,44.31137796,27.14,1,1598.33,7,13.2,0,0,12.145623946666666,1
8781,9903,0,2011.03,2016.03,2011.03,2015.03,1072.22,0,123.54,0.120372,40.606701,31.32,1,154.89,5,17.32,1,0,27.229286233333333,0
16423,4436,0,2010.07,2016.07,2010.07,2015.07,450.11,1379,132.68,0.1169099999999999,40.606701,23.38,1,57.08,6,17.25,0,0,27.191211499999994,1
17885,34734,0,2010.09,2016.09,2010.09,2015.09,5002.4,1629,17.77,0.180689,44.44470996,0.0,1,841.09,5,10.392,0,0,14.910418375555556,1
1343,97560,83631,2009.1,2016.1,2009.1,2015.1,522.92,552,132.14,0.1152369999999999,41.1052014,28.76,2,60.79,6,17.25,0,1,27.245861455555552,0
10188,59288,0,2010.08,2016.08,2014.07,2015.08,5928.93,5969,131.93,0.114481,40.606701,6.48,1,616.11,5,17.25,0,0,27.252542777777776,0
9480,66057,285447,2011.09,2016.09,2015.05,2015.09,6617.31,6252,121.79,0.114481,40.606701,7.4,2,747.84,4,27.0,1,1,27.252839,0
10595,70364,0,2012.11,2016.11,2012.11,2015.11,6999.85,1724,132.06,0.112922,40.606701,4.23,1,728.29,3,66.0,0,0,27.15222044444444,0
4217,12760,0,2010.08,2016.08,2010.08,2015.08,1873.85,0,0.0,0.142819,44.31137796,13.32,1,148.92,5,12.5,1,0,14.82434539777778,0
18651,4823,0,2013.03,2016.03,2014.06,2015.03,730.32,0,18.51,0.146694,44.31137796,31.64,1,77.12,3,13.85,1,1,14.865324931111113,1
13018,155441,0,2013.04,2016.04,2013.12,2015.04,7498.67,8078,144.8,0.113323,40.606701,20.92,1,750.93,3,26.4,1,1,27.214380755555556,1
3590,14973,0,2009.12,2016.12,2009.12,2015.12,420.23,396,131.38,0.1165089999999999,41.1052014,28.84,1,52.96,6,19.8,0,1,27.14788633333333,0
12378,2607,7971,2012.07,2016.07,2012.07,2015.07,334.74,370,37.56,0.16695,44.31137796,14.64,4,30.91,4,10.392,1,1,14.866869258888888,1
10561,2086,0,2013.05,2016.05,2013.05,2015.05,311.94,0,20.7,0.144902,44.31137796,24.42,1,29.84,3,13.2,0,1,14.839917203333334,0
12665,14956,0,2011.1,2016.1,2015.08,2015.1,2200.82,4957,17.63,0.14346,45.30837756,31.2,1,165.5,4,13.856,1,1,14.885457103333332,1
5948,4477,0,2010.03,2016.08,2015.07,2015.08,452.02,350,123.04,0.114603,40.606701,16.86,1,52.62,6,15.001,0,1,27.181015388888888,0
8974,1017579,187578,2011.06,2016.06,2011.06,2015.06,3797.69,4878,147.37,0.115174,40.606701,21.16,2,490.28,5,23.1,1,1,27.19706566666666,0
16890,96238,0,2010.05,2016.05,2010.05,2015.05,3590.25,0,19.36,0.143166,44.31137796,31.2,1,347.53,6,13.86,0,1,14.839333364444444,1
3318,6773,0,2009.1,2016.1,2015.09,2015.1,662.03,582,144.58,0.114667,40.9390266,21.96,1,77.69,6,16.5,1,1,27.22663729444444,0
15514,2992,0,2012.04,2016.04,2012.04,2015.04,544.55,0,27.24,0.245926,53.28437796,93.6,1,271.5,4,10.392,1,1,16.91846220333333,1
16623,16613,0,2010.03,2016.02,2010.03,2015.02,242.89,0,18.63,0.142065,44.31137796,34.68,1,23.75,6,13.85,1,0,14.804309986666665,1
16735,44204,0,2010.03,2016.03,2010.03,2015.03,2082.62,2106,131.76,0.120372,40.606701,37.49,1,241.63,6,27.713,0,0,27.229286233333333,1
19676,4341,0,2009.09,2016.09,2009.09,2015.09,433.32,333,130.99,0.115174,40.606701,41.16,1,63.83,6,16.5,0,0,27.17010225,1
10885,-2559,30045,2011.12,2016.12,2011.12,2015.12,-257.71,3,129.25,0.1165089999999999,41.27136420000001,74.86,2,0.23,4,40.0,1,1,27.147885666666667,0
3198,9699,0,2012.01,2017.01,2015.11,2016.01,1468.28,0,15.2,0.143805,44.31137796,34.68,1,148.73,4,13.856,1,1,14.864947986666667,0
18795,21470,19346,2011.02,2016.02,2011.02,2015.02,1944.88,1547,145.22,0.120372,40.606701,74.88,2,230.38,5,50.0,1,1,27.23849504444444,1
4435,14755,0,2010.01,2016.01,2015.11,2015.01,2218.78,1129,9.98,0.14612,44.31137796,31.2,1,197.7,6,13.86,1,0,14.805739319999995,0
15121,6332,0,2011.05,2016.05,2015.04,2015.05,646.3,407,131.8,0.1151819999999999,40.606701,43.08,1,81.79,5,17.25,0,0,27.213612187878788,1
2337,103702,0,2004.1,2016.1,2014.06,2015.1,10102.52,10525,131.04,0.112922,40.606701,19.57,1,802.1,11,21.9,0,0,27.252984722222223,1
6776,7382,0,2012.1,2016.1,2015.08,2015.1,1100.96,712,19.22,0.14346,45.30837756,14.68,1,93.28,3,10.39,1,1,14.903414919999996,0
5495,8746,0,2011.05,2016.05,2015.04,2015.05,1299.51,0,19.49,0.14398,44.31137796,24.42,1,130.76,5,13.2,0,0,14.839699092222222,0
8933,54415,18139,2005.06,2016.06,2005.06,2015.06,5341.98,4554,131.08,0.113323,40.606701,13.48,2,493.38,11,23.1,0,0,27.196136999999997,0
664,8013,0,2009.1,2016.1,2009.1,2015.1,800.24,2232,9.7,0.1670859999999999,45.30837756,16.24,1,93.9,6,11.5,0,1,14.90669893666666,0
14835,52557,44887,2013.04,2016.04,2015.04,2015.04,5363.48,4927,128.17,0.1151819999999999,40.606701,23.66,2,569.61,3,30.0,1,1,27.25253233333333,1
4890,5286,0,2012.1,2016.1,2012.1,2015.1,626.62,0,16.11,0.1670859999999999,45.80687796,26.2,1,53.04,3,15.0,0,0,14.932871147777778,0
11562,20297,0,2010.1,2016.1,2015.09,2015.1,1856.84,570,131.37,0.1153599999999999,40.606701,6.6,1,244.14,5,19.8,0,0,27.1813895,1
8391,5792,0,2011.11,2016.05,2014.05,2015.05,602.34,422,129.6,0.1128599999999999,40.606701,36.21,1,60.63,4,20.0,1,1,27.213107866666665,0
18778,3864,11601,2012.04,2016.04,2012.04,2015.04,413.97,0,0.0,0.1128599999999999,40.606701,33.62,2,51.03,4,16.5,0,0,27.213685866666665,1
461,58915,0,2011.12,2016.12,2014.11,2015.12,2807.1,1708,128.66,0.1165089999999999,40.606701,0.92,1,359.74,4,19.7,1,1,27.25275433333333,0
18474,86232,0,2010.05,2016.05,2010.05,2015.05,327.04,292,128.56,0.115174,40.606701,43.32,1,37.11,6,17.320999999999998,1,1,27.20682391666666,1
8337,12038,297719,2009.11,2016.07,2009.11,2015.07,1742.79,1354,14.78,0.140621,44.31137796,16.66,2,141.46,6,13.2,0,0,14.828659247777775,0
1086,150570,0,2005.06,2016.06,2005.06,2015.07,10152.43,7612,131.76,0.1100829999999999,40.606701,-2.8,1,719.47,11,33.0,0,0,27.19364516666666,0
5739,19330,0,2013.01,2017.01,2013.01,2016.01,2864.21,0,19.45,0.144142,44.31137796,31.08,1,270.48,3,13.8,0,1,14.80497806444444,0
3144,49449,47279,2013.01,2016.05,2014.05,2015.05,830.24,0,14.74,0.142065,44.31137796,21.48,2,77.87,3,10.392,0,0,14.843557175555556,0
9981,36156,0,2009.11,2016.11,2009.11,2015.11,956.94,491,129.95,0.1152369999999999,40.9390266,28.83,1,112.24,6,24.248,1,0,27.181251194444435,0
11128,3707,0,2009.11,2016.11,2015.09,2015.11,549.04,703,63.09,0.142881,45.80687796,24.78,1,77.32,6,15.0,0,0,14.855861774545453,0
11551,6812,0,2011.08,2016.08,2011.08,2015.08,755.49,0,13.88,0.1457109999999999,44.31137796,15.72,1,92.82,4,13.2,0,0,14.82530992,1
9567,12018,0,2011.11,2016.11,2015.09,2015.11,1303.43,0,16.36,0.142881,45.30837756,17.67,2,105.19,4,13.856,1,1,14.837175336666665,0
8354,82354,0,2009.12,2016.12,2009.12,2015.12,2204.56,0,27.36,0.165022,44.31137796,4.04,1,145.47,6,15.0,0,0,14.840593725555546,0
1893,26642,0,2009.11,2016.11,2009.11,2015.11,135.13,0,18.47,0.1670859999999999,46.30537836,21.09,1,13.26,6,10.392,0,0,14.911549908888889,0
16535,17248,0,2012.11,2016.11,2015.11,2015.11,871.2,655,144.0,0.142881,44.31137796,43.32,1,108.97,3,17.32,1,1,27.2025623,1
14492,342593,0,2012.02,2016.03,2014.03,2015.03,5099.5,4459,143.69,0.109245,40.728885,0.0,1,346.22,4,21.1,1,1,27.245144666666665,1
20046,518,0,2010.06,2016.06,2014.07,2015.07,77.39,0,16.08,0.1457109999999999,44.31137796,18.56,1,6.84,6,11.4,0,1,14.864791014444446,1
14051,1591,0,2012.08,2016.09,2015.07,2015.09,332.51,304,16.32,0.141434,44.31137796,10.08,1,18.25,3,10.392,1,1,14.86402573888889,1
1586,0,0,2008.07,2016.12,2015.02,2016.01,0.0,0,135.47,0.092453,59.17346796,0.0,1,0.0,8,6.928,0,0,34.76470816666667,0
7099,-169,0,2012.11,2016.11,2012.11,2015.11,-25.35,0,18.27,0.146343,46.31137836,30.45,1,0.0,3,15.0,1,0,14.866092208888883,0
4794,19473,0,2005.1,2016.1,2015.05,2015.1,2040.43,455,144.89,0.1152369999999999,40.606701,9.2,1,251.87,10,27.6,0,0,27.252791055555555,0
19099,23357,0,2012.01,2017.01,2012.01,2016.01,2383.88,15,133.16,0.118638,40.606701,40.44,1,320.07,4,27.0,1,1,27.146395272727272,1
7687,10054,0,2009.12,2016.12,2009.12,2015.12,1020.49,1413,131.4,0.1152369999999999,40.9390266,19.8,1,112.43,6,19.0,0,0,27.144418999999992,0
3051,19921,0,2009.11,2016.11,2009.11,2015.11,1441.95,0,20.69,0.146348,45.30837756,16.08,1,141.16,6,13.2,0,0,14.837678853333324,0
6607,15852,8762,2012.1,2016.1,2012.1,2015.1,2351.96,0,16.91,0.147506,45.30837756,17.6,2,239.64,3,13.2,0,1,14.876555319999994,0
8822,18527,0,2009.08,2016.04,2014.04,2015.04,1400.08,0,16.45,0.164709,44.31137796,19.28,1,45.09,6,10.392,0,1,14.91009003111111,0
18978,181340,0,2010.12,2016.12,2015.11,2015.12,547.83,0,18.46,0.14346,45.80687796,16.14,1,43.13,5,10.392,0,0,14.80541536848484,1
15530,5998,0,2011.01,2017.01,2015.11,2016.01,905.64,337,18.32,0.143805,44.31137796,34.68,1,104.3,5,13.856,1,1,14.865238181111112,1
20168,214631,0,2010.05,2016.05,2010.05,2015.05,1239.62,0,22.28,0.1457109999999999,44.31137796,23.76,1,113.73,6,10.392,0,0,14.84018287,1
5727,4527,0,2012.04,2016.04,2015.03,2015.04,676.72,0,16.16,0.14531,44.31137796,21.48,1,63.75,4,10.392,0,1,14.844914892222222,0
13756,40451,0,2010.02,2016.02,2015.12,2015.02,3390.69,2510,132.86,0.1186359999999999,40.606701,44.88,1,480.35,6,30.0,0,0,27.254923666666667,1
10449,17120,0,2010.12,2016.12,2015.05,2015.12,1678.25,4507,143.09,0.1165089999999999,40.606701,1.86,1,198.55,5,41.5,0,0,27.14518994444444,0
13534,3449,0,2010.06,2016.06,2010.06,2015.06,518.22,0,15.0,0.1457109999999999,44.31137796,16.92,1,55.94,6,10.39,0,1,14.835225231111112,1
1340,124250,0,2012.04,2016.03,2012.04,2015.03,0.0,0,34.21,0.102772,58.99595196,-0.96,1,0.0,4,41.42,1,1,34.734745376666666,0
14820,3035,0,2009.02,2016.02,2009.02,2015.02,455.16,234,19.39,0.145877,44.31137796,33.12,1,48.91,7,13.2,0,1,14.805510731111106,1
16524,25469,0,2013.02,2016.02,2013.02,2015.02,1520.61,582,143.24,0.120372,40.606701,39.6,1,174.1,3,19.8,1,1,27.23849504444444,1
20136,13802,0,2012.05,2016.05,2012.05,2015.05,1408.72,0,128.56,0.1169099999999999,40.606701,22.02,1,174.07,4,15.32,1,1,27.209284499999995,1
10134,135481,35349,2012.09,2016.09,2014.08,2015.09,6273.98,5164,130.45,0.114481,40.606701,6.26,2,659.05,3,23.01,1,1,27.251295,0
12140,495264,0,2012.11,2016.11,2012.11,2015.11,42244.61,32965,364.4,0.094954,58.99595196,-46.44,1,2191.45,3,200.0,0,0,34.63737287777778,1
13575,932,0,2012.08,2016.08,2012.08,2015.08,117.65,0,37.67,0.16695,44.31137796,12.36,1,7.07,3,10.392,1,1,14.861802092222224,1
3073,80028,0,2012.06,2016.06,2013.1,2015.06,1350.87,0,6.81,0.1457109999999999,44.31137796,21.52,1,133.83,4,13.2,0,0,14.835225231111112,0
19748,21194,6363,2012.12,2016.12,2012.12,2015.12,3585.94,0,8.67,0.16403,44.31137796,-1.2,1,709.07,3,11.5,1,1,14.811941731111103,1
17520,3181,0,2012.06,2016.06,2012.06,2015.07,476.22,595,18.57,0.1457109999999999,44.31137796,20.36,1,47.17,4,12.5,1,1,14.835225264444448,1
1104,1692,0,2011.05,2016.05,2015.04,2015.05,253.64,95,17.35,0.14398,44.31137796,19.2,1,43.73,5,10.392,0,0,14.839747542222224,0
2625,19363,0,2011.12,2016.12,2015.11,2015.12,700.97,0,121.13,0.112468,40.606701,34.44,1,126.95,4,17.25,0,0,27.25207733333333,1
15005,86232,0,2010.05,2016.05,2010.05,2015.05,290.43,258,130.67,0.115174,40.606701,43.32,1,33.61,6,17.320999999999998,1,1,27.20682391666666,1
772,8190,0,2010.03,2016.03,2010.03,2015.03,839.88,3072,143.6,0.120372,40.606701,39.14,1,77.6,6,17.25,0,0,27.229286233333333,0
4857,6528,0,2011.12,2016.12,2015.11,2015.12,331.17,0,15.96,0.14346,46.30537836,20.54,1,27.48,4,10.392,1,1,14.805502347777775,0
15012,4942,17225,2009.09,2016.09,2009.09,2015.09,496.85,443,132.5,0.115174,40.606701,19.85,2,57.19,6,22.1,0,1,27.171495749999995,1
9451,37484,0,2012.07,2016.07,2014.07,2015.07,3835.44,2707,131.05,0.115174,40.606701,13.23,1,414.89,4,17.14,0,0,27.25204905555556,0
10374,89158,0,2012.11,2016.11,2012.11,2015.11,7699.76,1935,599.31,0.095919,58.99595196,-69.69,1,615.03,3,300.0,1,0,34.6377481,0
19217,8166,0,2010.07,2016.07,2010.07,2015.07,821.86,622,144.84,0.115174,40.606701,26.79,1,94.55,6,19.8,1,1,27.188463216666666,1
17136,131385,0,2010.01,2016.02,2010.01,2015.02,2.96,0,131.77,0.120372,40.606701,37.44,1,0.49,6,15.001,0,0,27.23849504444444,1
717,4034,0,2012.06,2016.06,2015.04,2015.06,594.74,638,18.02,0.142822,44.31137796,22.52,1,62.35,4,13.856,1,1,14.834499764444448,0
10947,125460,0,2009.09,2016.12,2009.09,2015.12,2075.4,1558,131.94,0.1152369999999999,40.606701,1.86,1,257.65,6,41.5,0,0,27.14210666666666,0
13732,224892,192998,2012.09,2016.09,2014.05,2015.09,10038.88,7875,129.24,0.114481,40.606701,31.08,2,1040.76,3,31.2,1,1,27.253080666666666,1
7591,18912,2588,2009.09,2016.09,2015.08,2015.09,214.11,167,131.81,0.114088,41.27136420000001,31.1,2,26.71,6,15.1,0,0,27.33786338333333,0
5488,2427,0,2010.03,2016.03,2010.03,2015.03,255.38,313,16.28,0.165787,44.31137796,23.65,1,32.28,6,10.35,0,0,14.841732092222216,0
18784,11386,1639,2012.07,2016.07,2012.07,2015.07,1158.95,0,102.71,0.1169099999999999,40.606701,41.52,2,171.28,4,20.785,1,1,27.185679969696963,1
4706,6138,0,2011.09,2016.09,2011.09,2015.09,892.8,0,0.0,0.140621,44.31137796,10.08,1,69.57,4,10.392,0,0,14.814804368484843,0
20127,97951,0,2012.05,2016.05,2013.11,2015.06,4948.16,2417,144.05,0.114658,40.606701,13.62,1,558.71,4,19.8,1,1,27.15446302424242,1
16318,10842,0,2012.01,2017.01,2015.05,2016.01,1090.1,830,129.61,0.1157509999999999,40.606701,38.04,1,138.78,4,19.05,1,1,27.14468067222222,1
19367,6874,0,2012.11,2016.11,2013.11,2015.11,999.62,487,18.25,0.140621,44.31137796,7.02,1,73.11,3,13.2,1,1,14.823715064444446,1
2711,480,7159,2012.04,2016.04,2012.04,2015.04,73.29,26,15.05,0.146694,44.31137796,30.98,3,8.44,4,15.0,1,0,14.845555842222224,0
19261,11310,0,2012.08,2016.08,2013.08,2015.08,1667.81,803,16.4,0.143166,44.31137796,14.04,1,156.66,3,13.2,0,0,14.82446143111111,1
18492,210246,0,2010.06,2016.06,2010.06,2015.06,1765.84,1448,16.3,0.1646369999999999,44.31137796,19.28,1,169.42,6,13.2,0,0,14.869910625555558,1
8215,8339,0,2009.09,2016.09,2015.07,2015.09,847.7,2553,16.52,0.161168,44.31137796,10.08,1,72.36,6,10.392,0,0,14.853872153333334,0
9999,0,0,2003.07,2016.07,2003.07,2015.07,0.0,0,145.42,0.115174,40.606701,44.69,1,0.0,13,33.0,0,0,27.18283996969696,0
4827,174217,0,2011.12,2016.12,2014.12,2015.12,7516.93,6009,154.05,0.114658,40.606701,-0.94,1,822.27,4,23.81,0,1,27.14345177777777,0
19304,26173,0,2012.05,2016.07,2015.07,2015.04,4021.3,0,0.0,0.1383049999999999,44.31137796,29.76,2,329.76,4,13.2,0,0,14.929849175555557,1
220,12785,0,2010.04,2016.04,2010.04,2015.04,1457.01,0,9.64,0.161454,44.31137796,26.88,1,116.38,6,14.49,0,0,14.878832725555554,0
6669,5731448,0,2011.07,2016.04,2014.04,2015.05,7087.21,9311,144.0,0.114017,40.606701,21.86,1,751.48,5,27.713,1,0,27.251178,0
19749,12218,7772,2013.06,2016.06,2015.04,2015.06,1819.64,1662,17.52,0.144558,44.31137796,23.4,3,154.31,3,10.392,1,1,14.864664681111112,1
