,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
15325,9014,0,2012.05,2016.05,2012.05,2015.05,804.48,1044,130.39,0.1169099999999999,40.606701,27.51,1,101.29,4,15.2,0,0,27.209284499999995,0
9382,15012,0,2009.05,2016.05,2009.05,2015.05,1567.97,991,130.3,0.115174,40.606701,19.14,1,172.55,7,18.0,1,1,27.20682391666666,0
4943,28627,0,2012.04,2016.04,2012.04,2015.04,4236.75,3358,15.98,0.143166,44.31137796,19.28,1,394.71,4,10.392,0,0,14.844358364444444,0
14427,233882,0,2012.06,2016.06,2012.06,2015.06,11175.78,13729,45.58,0.143166,44.31137796,16.72,1,811.58,4,11.42,1,1,14.83437609777778,0
2733,30578,0,2005.05,2016.05,2014.04,2015.05,3197.54,5280,145.49,0.115174,40.606701,25.77,1,339.47,11,24.249,0,0,27.25195202777778,0
1511,61027,0,2010.08,2016.1,2010.08,2015.1,6037.97,4844,129.26,0.112922,40.606701,3.28,1,570.58,5,19.72,1,1,27.159251222222213,0
8256,11972,3660,2009.12,2016.12,2014.11,2015.12,1252.75,0,16.49,0.1670859999999999,45.30837756,11.4,3,100.15,6,10.392,0,0,14.900578292222225,0
1700,15152,0,2013.04,2016.04,2014.03,2015.04,1500.69,2838,131.39,0.118646,40.606701,42.92,1,171.96,3,26.4,0,1,27.25524038888889,0
13840,27808,0,2004.09,2016.09,2004.09,2015.09,2692.16,3189,131.76,0.115174,40.606701,7.92,1,316.05,11,16.5,0,0,27.17010225,0
1226,23673,0,2011.11,2016.11,2015.11,2015.11,2378.2,0,117.53,0.114782,40.606701,4.77,1,328.69,4,25.0,1,1,27.163097083333327,1
6648,351441,0,2010.11,2016.11,2010.11,2015.11,1816.34,1296,16.57,0.165022,44.31137796,4.83,1,143.13,5,10.35,0,0,14.875392014444447,0
7683,20775,0,2011.12,2016.12,2015.11,2015.12,852.13,0,19.25,0.14346,45.80687796,20.52,1,69.14,4,13.2,0,0,14.80539017555555,0
546,4931,0,2010.06,2016.06,2010.06,2015.07,563.75,0,15.12,0.16695,44.31137796,16.92,1,65.4,6,10.392,0,0,14.869104550303032,0
4215,2681,0,2010.01,2017.01,2015.12,2016.01,255.86,240,132.0,0.1163319999999999,40.606701,49.92,1,26.18,6,20.0,0,1,27.144152388888884,0
10768,5551,0,2011.07,2016.07,2011.07,2015.07,836.79,0,15.33,0.1457109999999999,44.31137796,19.48,1,84.25,5,13.856,0,0,14.83026759222222,0
12369,5638,0,2010.09,2016.09,2010.09,2015.09,584.72,789,132.9,0.115174,40.606701,15.5,1,63.28,5,17.25,0,0,27.170102383333333,0
239,8093,21543,2010.03,2016.03,2010.03,2015.03,1029.27,1119,37.56,0.165794,44.31137796,23.76,5,111.26,6,10.392,1,0,14.841732092222216,0
1395,16082,58651,2012.06,2016.06,2012.06,2015.06,1634.76,1668,16.22,0.143166,44.31137796,20.2,2,153.79,4,13.856,0,0,14.834376064444443,0
13326,2200,0,2010.12,2016.12,2015.11,2015.12,328.45,389,18.32,0.144039,46.30537836,27.28,1,28.52,5,13.856,1,1,14.80555051444444,0
11190,790822,977478,2010.05,2016.05,2010.05,2015.05,1532.23,1068,13.7,0.1457109999999999,44.31137796,24.42,8,146.64,6,13.2,1,1,14.840428181111117,0
3561,5302,0,2010.07,2016.07,2010.07,2015.07,796.21,0,16.0,0.1457109999999999,44.31137796,14.57,1,82.53,6,10.35,0,0,14.82719158060606,0
1824,42621,0,2013.05,2016.05,2013.05,2015.05,4154.04,9902,156.51,0.103919,58.99595196,-3.0,1,535.44,3,40.0,1,1,34.71410168333333,0
2044,8069,0,2011.09,2016.09,2015.07,2015.09,1200.72,0,15.2,0.141666,44.31137796,13.4,1,109.77,4,13.856,1,0,14.839366064444445,0
5291,21035,0,2011.12,2016.12,2015.11,2015.12,3115.11,0,15.25,0.143478,44.31137796,2.8,1,287.59,4,10.39,1,1,14.804799031111102,1
12307,162835,0,2011.01,2017.01,2011.01,2016.01,5873.69,6793,130.31,0.115744,40.606701,41.4,1,604.72,5,41.5,1,1,27.14309141666666,0
8913,2288838,0,2010.05,2016.05,2010.05,2015.05,1152.86,0,0.0,0.1457109999999999,44.31137796,19.47,1,113.27,6,10.56,0,0,14.840182836666663,0
2523,66519,0,2003.07,2016.07,2003.07,2015.07,6656.9,0,131.35,0.113323,40.606701,12.7,1,677.53,13,26.4,0,0,27.187015055555552,0
2783,142,0,2010.1,2016.1,2010.1,2015.1,21.46,0,19.57,0.147506,46.30537836,27.44,1,2.5,5,13.2,0,0,14.926905253333327,0
4042,559465,0,2012.04,2016.04,2012.04,2015.04,15.45,105,0.0,0.1458839999999999,44.31137796,27.52,1,0.0,4,13.32,1,1,14.845092731111112,0
1158,1251,0,2012.02,2016.02,2012.02,2015.02,119.55,78,146.53,0.1169,40.606701,49.44,1,15.74,4,19.8,1,1,27.234919099999995,0
6873,15056,0,2013.03,2016.03,2013.03,2015.03,1508.64,1463,129.36,0.1169,40.606701,36.22,1,141.79,3,20.0,1,0,27.22566291666666,0
12515,192254,0,2008.1,2016.06,2014.06,2015.06,6543.58,4611,142.59,0.148299,41.1052014,81.64,1,635.07,7,29.7,0,0,27.728058539393945,0
4034,46951,0,2009.05,2016.05,2015.04,2015.05,383.33,621,1.08,0.14317,44.31137796,24.42,1,36.87,7,13.2,0,0,14.83942909777778,0
14866,3291,21,2010.12,2016.12,2015.1,2015.12,491.41,0,18.14,0.143459,45.80687796,16.14,3,39.51,5,10.392,0,0,14.80540867555555,0
8201,39176,97086,2012.09,2016.09,2015.08,2015.09,3507.91,1942,146.73,0.114025,40.606701,12.72,2,374.36,3,26.4,1,0,27.17990313888889,0
14492,11501,0,2012.07,2016.07,2012.07,2015.07,6.5,8,16.26,0.140621,44.31137796,18.62,1,0.52,4,13.2,0,0,14.828659314444442,0
4452,107905,0,2013.06,2016.07,2013.04,2015.07,10507.01,0,171.95,0.1100829999999999,40.606701,-2.96,1,768.69,3,35.0,1,1,27.247393777777777,0
7011,4789,0,2012.06,2016.07,2015.05,2015.07,702.75,769,19.84,0.14317,44.31137796,14.64,1,63.74,4,10.39,1,1,14.834211903333337,0
3196,4881,0,2010.01,2016.03,2010.01,2015.03,507.17,0,121.16,0.1169,40.606701,43.06,1,62.31,6,19.0,0,1,27.225663316666665,0
14667,24975,0,2013.01,2017.01,2013.01,2016.01,2635.87,3672,130.31,0.118638,40.606701,30.96,1,303.68,3,20.7,1,1,27.146174388888884,0
11435,16143,0,2012.11,2016.11,2012.11,2015.11,2397.74,0,16.73,0.145789,44.31137796,6.42,1,219.98,3,13.8,0,1,14.809991531111104,0
1327,5418,8520,2011.09,2016.09,2014.08,2015.09,817.52,462,19.44,0.1457109999999999,44.31137796,11.54,2,76.3,4,11.951,1,0,14.864946931111112,0
1770,25443,51146,2010.02,2016.02,2015.02,2015.02,2662.18,2398,143.63,0.1186359999999999,40.606701,25.92,2,310.54,6,17.320999999999998,1,1,27.23588215555555,0
2007,14914,0,2009.12,2016.12,2015.11,2015.12,274.65,0,15.98,0.144038,46.30537836,27.28,1,22.65,6,13.856,0,0,14.805376697777769,0
2363,17135,0,2005.07,2016.07,2015.06,2015.07,1316.21,1290,131.8,0.114604,40.606701,24.6,1,155.3,11,23.1,0,0,27.188172499999997,0
14394,24006,0,2009.09,2016.09,2009.09,2015.09,1273.86,1167,146.43,0.1152369999999999,40.606701,13.63,1,149.83,6,19.8,1,0,27.17158258333333,0
6257,87613,0,2013.03,2016.03,2013.03,2015.03,2741.68,2665,143.62,0.1169099999999999,40.606701,22.32,1,339.73,3,16.5,1,1,27.227451483333333,0
4065,19965,922111,2010.01,2016.03,2010.01,2015.03,1969.62,1637,144.18,0.1186359999999999,40.606701,23.62,2,275.41,6,17.5,1,1,27.227980233333334,0
3447,3589,0,2010.04,2016.04,2010.04,2015.04,542.07,0,1.09,0.1457109999999999,44.31137796,21.48,1,55.24,6,10.39,0,1,14.84533673111111,0
8105,43573,0,2011.09,2016.12,2011.09,2015.12,4277.14,4458,144.86,0.1152369999999999,40.606701,0.8999999999999989,1,515.77,4,20.0,1,1,27.14210666666666,0
7491,755166,0,2010.09,2016.09,2015.08,2015.09,1335.21,0,117.18,0.1157609999999999,40.606701,33.73,1,162.56,5,49.0,1,0,27.1815465,0
6499,21063,0,2008.04,2016.03,2008.04,2015.03,0.0,2400,0.0,0.0006,0.0,23.76,1,209.62,8,17.320999999999998,1,0,0.0001999999999999,0
13661,25482,0,2011.1,2016.1,2011.1,2015.1,2837.14,7781,10.03,0.166178,44.31137796,9.6,1,235.08,4,14.49,1,0,14.849597625555557,1
13335,11037,0,2012.06,2016.06,2012.06,2015.06,1646.1,0,17.56,0.1457109999999999,44.31137796,22.52,1,142.11,4,13.856,1,1,14.835225264444448,0
10898,7293,0,2010.1,2016.1,2010.1,2015.1,1095.03,1139,19.4,0.146348,45.30837756,18.72,1,103.86,5,13.2,0,0,14.871060153333334,0
8407,20656,0,2013.11,2016.11,2015.09,2015.11,2341.69,0,38.69,0.16329,44.31137796,6.18,1,147.66,2,13.2,0,1,14.86347930888889,1
3584,6447,25624,2009.08,2016.08,2009.08,2015.08,957.54,1608,7.56,0.144902,44.31137796,17.16,2,78.2,6,14.49,0,0,14.824962842222224,0
6847,7126,0,2012.06,2016.06,2015.07,2015.07,633.72,1206,18.46,0.1457109999999999,44.31137796,16.92,2,45.04,4,10.392,1,1,14.83787019878788,0
16059,10489,0,2013.02,2016.02,2013.02,2015.02,1165.1,742,130.32,0.120372,40.606701,30.0,1,128.67,3,15.001,1,0,27.23849504444444,0
10084,51798,0,2010.03,2016.03,2010.03,2015.03,2267.93,0,19.79,0.144149,44.31137796,27.03,2,216.63,6,13.15,1,1,14.849545281111112,0
1992,7712,0,2010.08,2016.08,2010.08,2015.08,1158.8,0,144.91,0.1457109999999999,44.31137796,12.36,1,113.7,5,10.392,0,0,14.821783247272723,0
5118,337760,0,2012.02,2016.02,2014.02,2015.02,20559.62,8262,143.64,0.15441,41.1052014,314.76,1,1888.11,4,90.0,1,1,27.671526194444446,0
15940,20637,0,2010.11,2016.11,2015.1,2015.11,1789.03,1903,143.66,0.099997,58.99595196,0.0,1,212.13,5,10.0,1,1,34.641970099999995,1
13981,47714,20640,2010.05,2016.05,2015.04,2015.05,5108.86,7479,130.77,0.1157609999999999,40.606701,174.12,2,571.58,6,164.0,0,0,27.207690611111104,0
5654,1653,0,2011.05,2016.05,2011.05,2015.05,247.85,0,17.46,0.1457109999999999,44.31137796,25.56,1,24.62,5,13.856,0,0,14.840182836666663,0
13726,1240756,0,2009.06,2016.05,2009.06,2015.05,1796.43,2472,131.81,0.115174,40.606701,19.65,1,232.59,7,18.5,0,0,27.20682391666666,0
14030,7890,0,2009.09,2016.09,2009.09,2015.09,823.48,535,132.77,0.115174,40.606701,14.77,1,87.43,6,16.5,0,0,27.17010225,0
4682,2768910,0,2010.03,2017.01,2015.03,2016.01,12849.1,12231,130.63,0.110565,40.728885,21.09,1,119.68,6,19.0,0,0,27.24614133333333,0
15113,9089,117955,2012.02,2016.02,2015.12,2015.02,1724.38,2069,20.01,0.186188,45.80687796,45.12,2,152.26,4,13.86,1,1,15.316950764444444,0
13498,10176,31516,2009.06,2016.06,2009.06,2015.06,179.02,178,131.02,0.115174,40.606701,42.76,2,21.52,7,27.0,0,0,27.19764363333333,0
8580,4336,9314,2009.1,2016.1,2015.05,2015.1,449.53,750,145.01,0.1152369999999999,40.9390266,23.0,2,56.17,6,17.25,0,1,27.217794322222225,0
8072,1523,0,2012.1,2016.1,2012.1,2015.1,229.43,0,17.67,0.1457109999999999,44.31137796,7.8,1,21.73,3,10.39,1,1,14.81569412,0
3246,4886,24209,2011.06,2016.06,2015.04,2015.07,731.26,0,17.4,0.145137,44.31137796,16.92,3,72.21,5,10.392,1,1,14.835095953333331,0
10425,54159,0,2009.12,2016.12,2015.11,2015.12,373.68,177,13.72,0.144038,46.30537836,29.56,1,31.61,6,15.0,1,0,14.805440731111103,1
7477,896857,0,2012.05,2016.05,2012.05,2015.05,1589.43,2937,16.58,0.161454,44.31137796,17.22,1,144.02,4,10.39,1,1,14.873874975555555,0
10477,30114,0,2008.11,2016.11,2015.01,2015.11,2746.3,5255,373.93,0.1005279999999999,58.99595196,-13.92,1,301.74,7,60.0,1,0,34.769543472222225,0
2863,2564,0,2012.07,2016.08,2014.08,2015.08,379.72,567,0.0,0.144902,44.31137796,12.48,1,30.34,4,10.5,1,1,14.829802447777778,1
7605,92,0,2010.04,2016.04,2010.04,2015.04,13.85,0,17.51,0.146694,44.31137796,23.56,1,1.54,6,11.4,0,0,14.845555842222224,1
11027,4012564,237673,2010.03,2016.03,2014.07,2015.03,4281.36,7768,131.43,0.1076589999999999,40.606701,-0.34,2,292.89,6,16.5,0,0,27.18268816666666,0
10998,0,0,2006.01,2016.02,2006.01,2015.02,0.0,0,361.71,0.102772,58.99595196,0.12,1,0.0,10,95.0,0,0,34.746387417777775,0
10909,14384,0,2012.01,2017.01,2015.11,2016.01,1583.39,2009,32.96,0.158855,44.31137796,31.2,1,68.36,4,13.856,1,0,14.892171714444446,1
4551,28821,0,2009.05,2016.05,2009.05,2015.05,948.13,954,132.15,0.115174,40.606701,35.85,1,106.75,7,19.8,0,1,27.20682391666666,0
731,8600,1274,2009.08,2016.08,2009.08,2015.08,863.13,1099,131.76,0.115174,40.606701,17.1,2,93.79,6,15.2,0,0,27.179282666666666,0
5821,2738,0,2012.11,2016.06,2015.06,2014.12,528.0,0,9.47,0.1383049999999999,44.31137796,21.68,1,31.51,3,13.3,1,0,14.831709308888884,0
7583,57501,0,2011.1,2016.04,2015.04,2013.1,6224.4,9382,132.9,0.110314,40.606701,31.28,1,474.74,4,39.6,0,1,27.290277193333324,0
13974,389,0,2009.11,2016.11,2009.11,2015.11,34.57,21,19.58,0.1670859999999999,46.30537836,20.97,1,3.87,6,10.35,0,0,14.901616531111108,0
13110,2913,0,2009.12,2016.11,2013.11,2015.11,432.47,431,18.37,0.144902,44.31137796,7.95,1,39.1,6,15.0,1,0,14.819995681111113,0
13385,12480,0,2012.04,2016.04,2012.04,2015.04,1851.04,2579,6.54,0.144149,44.31137796,25.6,1,161.35,4,13.8,1,1,14.84457750888889,0
9386,18063,0,2009.11,2016.11,2009.11,2015.11,2675.06,3872,15.1,0.1446309999999999,44.31137796,29.28,1,279.69,6,13.0,1,1,14.809853319999997,1
7146,29686,91812,2009.12,2016.12,2014.11,2015.12,2867.79,1864,144.22,0.1152369999999999,40.606701,0.66,2,351.27,6,15.1,0,0,27.143933999999994,0
3255,37730,0,2009.08,2016.08,2009.08,2015.08,2549.59,0,132.55,0.115174,40.606701,46.92,1,298.1,6,75.0,0,0,27.179282666666666,0
13918,7068,0,2009.1,2016.1,2015.05,2015.1,741.8,973,131.39,0.1152369999999999,40.9390266,26.64,1,84.04,6,20.0,0,1,27.30868548888889,0
9932,32298,0,2004.04,2016.04,2015.04,2015.04,3164.39,2387,131.76,0.114604,40.606701,26.7,1,356.91,12,22.1,0,0,27.21555064444444,0
13072,17815,0,2009.08,2016.08,2015.07,2015.08,976.66,705,131.76,0.114604,40.606701,15.12,1,109.08,6,17.25,0,0,27.17899288888889,0
538,9865,0,2009.1,2016.1,2014.03,2015.1,941.18,1112,131.71,0.1152369999999999,40.9390266,17.56,1,118.11,6,15.1,0,0,27.30892715555556,0
5311,29302,59285,2011.07,2016.07,2014.06,2015.07,3074.69,2471,121.08,0.1169099999999999,40.606701,15.98,4,414.11,5,20.785,1,1,27.2533065,0
3256,1371575,0,2012.03,2016.03,2012.03,2015.03,6145.26,7048,130.08,0.1169,40.606701,27.2,1,730.41,4,30.45,1,1,27.225807733333333,0
9370,7513,0,2009.11,2016.11,2009.11,2015.11,820.58,0,13.77,0.1670859999999999,46.30537836,21.09,1,75.06,6,10.392,0,0,14.907061271515149,1
34,324,0,2009.07,2016.07,2015.05,2015.07,8.32,0,1.08,0.14317,44.31137796,18.62,2,1.27,7,13.2,0,1,14.829494597777778,1
8263,6369,0,2010.02,2016.04,2015.04,2015.02,987.36,0,16.52,0.2292719999999999,45.80687796,32.54,2,33.23,6,10.392,0,0,15.28234915888889,0
13334,39206,0,2010.02,2016.02,2015.12,2015.02,5801.48,4179,18.82,0.142417,44.31137796,29.76,1,530.99,6,13.2,1,1,14.804869231111104,0
676,1547,0,2010.02,2016.02,2010.02,2015.02,232.94,149,13.24,0.146694,44.31137796,37.56,1,21.77,6,15.0,1,0,14.805876953333328,0
10598,8757,0,2013.02,2016.12,2014.01,2015.12,1330.6,1464,19.93,0.147506,45.30837756,11.84,1,112.21,3,10.392,1,1,14.838594225555552,0
9131,5351,0,2012.06,2016.06,2012.06,2015.06,535.41,534,131.35,0.115174,40.606701,27.32,1,58.82,4,17.25,0,0,27.197643499999995,0
7077,557205,0,2010.11,2016.12,2010.11,2016.01,853.87,1746,13.79,0.165427,44.44470996,0.12,1,66.97,5,13.856,1,1,14.900349625555556,0
1221,925,0,2010.09,2016.09,2010.09,2015.09,95.25,151,131.05,0.1152369999999999,41.27136420000001,47.57,1,8.93,5,23.1,0,0,27.33824938333333,0
6899,154251,0,2013.03,2016.03,2013.03,2015.03,1258.94,0,15.75,0.146694,44.31137796,31.64,2,133.96,3,13.85,1,1,14.850491781111112,1
3031,14525,0,2011.09,2016.09,2016.01,2015.09,1428.19,1236,146.39,0.11634,40.606701,10.33,1,184.64,4,15.01,1,1,27.182844638888888,0
4892,5742,7272,2010.01,2017.01,2015.11,2016.01,516.93,0,19.35,0.14612,44.31137796,33.12,2,52.34,6,13.2,1,0,14.86527045888889,0
10546,6384,0,2012.06,2016.06,2012.06,2015.06,956.78,437,15.37,0.1457109999999999,44.31137796,21.52,1,96.12,4,13.2,1,0,14.835225264444448,0
14961,6806,0,2010.06,2016.06,2010.06,2015.06,1019.72,0,33.0,0.1457109999999999,44.31137796,21.52,1,97.73,6,13.2,0,0,14.835225197777778,0
10178,103662,0,2010.03,2016.05,2014.12,2015.05,1389.1,915,131.76,0.115174,40.606701,21.57,2,148.56,6,15.001,0,0,27.20682391666666,0
9260,11774,26836,2011.08,2016.05,2015.05,2015.02,1929.4,1814,14.95,0.2292719999999999,45.80687796,37.86,3,114.05,4,13.856,1,1,15.29927895888889,0
7325,7911,14425,2010.12,2016.12,2015.1,2015.12,1182.27,0,15.66,0.143459,45.30837756,15.78,2,101.7,5,13.856,1,1,14.815204903333331,0
2414,4450,0,2011.11,2016.11,2015.11,2015.11,467.38,578,146.66,0.1153599999999999,41.1052014,25.77,1,54.42,4,16.5,1,1,27.19823253333333,0
16007,24850,0,2011.1,2016.05,2015.05,2014.12,4686.16,2085,14.4,0.19923,45.80687796,34.11,2,281.42,4,13.15,1,1,15.159377653333337,0
4515,22272,1786,2012.09,2016.09,2012.09,2015.09,3269.15,82,13.76,0.143166,44.31137796,11.42,2,263.99,3,13.2,1,1,14.81950409777778,0
11781,135403,115366,2011.12,2017.01,2016.01,2016.01,11160.13,9000,132.4,0.145677,41.27136420000001,122.4,3,780.82,4,35.0,1,1,27.782998066666668,1
3995,13451,46974,2013.04,2017.01,2016.01,2015.04,1521.92,0,10.85,0.162141,42.69342996,31.2,2,199.84,3,13.856,1,1,14.876353006666667,0
13908,1714,0,2009.1,2016.1,2009.1,2015.1,160.73,0,16.13,0.165793,44.31137796,7.8,1,17.8,6,10.392,0,1,14.851076592222222,1
12270,20840,0,2012.09,2016.09,2015.07,2015.09,2575.58,0,38.28,0.162904,44.31137796,8.98,1,159.11,3,10.392,1,0,14.854708564444442,0
8112,4822,0,2012.05,2016.05,2012.05,2015.05,480.77,431,130.68,0.1169099999999999,40.606701,31.41,1,60.67,4,17.320999999999998,1,1,27.209284499999995,0
8671,5438,0,2012.07,2016.08,2014.08,2015.08,809.26,0,6.14,0.144902,44.31137796,13.08,1,77.36,4,11.0,1,0,14.834787897777778,0
1061,4406520,1337056,2010.12,2016.12,2010.12,2015.12,8830.77,19441,17.14,0.165022,44.31137796,3.68,2,693.78,5,13.8,0,0,14.84059379222222,0
9869,72159,0,2009.1,2016.1,2009.1,2015.1,377.88,0,15.84,0.146348,46.30537836,28.76,1,36.42,6,13.856,0,1,14.92661572,0
8751,5286,0,2010.06,2016.06,2015.04,2015.06,799.34,385,6.98,0.14398,44.31137796,16.92,2,65.93,6,10.39,1,0,14.834838197777778,0
13937,997992,0,2012.07,2016.07,2012.07,2015.07,2159.14,1962,129.6,0.115174,40.606701,19.72,1,280.18,4,26.3,1,0,27.18846308333333,0
12415,16200,0,2010.03,2016.03,2010.03,2015.03,1782.93,0,16.31,0.1620329999999999,44.31137796,28.45,1,159.64,6,13.856,0,0,14.883920725555557,0
6362,19424,0,2012.03,2016.03,2015.11,2015.03,1980.69,3123,143.87,0.1186359999999999,40.606701,20.26,1,243.84,4,15.001,1,1,27.227980233333334,0
11951,13400,0,2011.01,2016.03,2011.01,2015.03,1426.89,1454,131.35,0.1169,40.606701,31.22,1,148.25,5,17.25,0,0,27.225663316666665,0
121,10,0,2010.07,2016.07,2015.06,2015.07,1.09,0,130.45,0.114603,40.606701,35.59,1,0.11,6,26.3,1,1,27.190050499999995,0
4048,17128,0,2009.11,2016.11,2009.11,2015.11,2429.41,3714,84.29,0.165022,44.31137796,6.18,1,137.04,6,13.2,0,1,14.845593147777771,0
7840,12969,0,2011.09,2016.09,2011.09,2015.09,654.97,621,23.0,0.1457109999999999,44.31137796,12.14,1,45.57,4,12.5,1,0,14.820352347777778,0
10760,14385,0,2010.1,2016.1,2010.1,2015.1,905.48,0,16.38,0.168242,45.30837756,24.51,1,110.28,5,10.35,0,0,14.907470347777776,0
13154,16948,0,2011.09,2016.09,2011.09,2015.09,109.52,172,16.3,0.16695,44.31137796,10.08,1,26.6,4,10.392,0,0,14.85673495888889,0
6225,22903,0,2012.08,2016.08,2013.1,2015.08,583.86,0,16.27,0.1457109999999999,44.31137796,16.44,1,58.72,3,13.856,1,1,14.823351673333333,0
4470,24470,0,2012.12,2016.03,2015.03,2014.12,840.15,0,16.34,0.19923,45.80687796,36.04,1,70.4,3,10.392,0,0,15.27837517,0
15705,219092,0,2012.01,2017.01,2015.12,2016.01,22893.28,13686,61.41,0.1122799999999999,40.606701,-0.24,1,1202.62,4,100.0,1,1,27.141218873333333,1
11721,27030,11296,2012.12,2016.12,2014.11,2015.12,2775.51,2704,128.9,0.1165089999999999,40.606701,1.36,2,353.26,3,31.5,1,1,27.253044166666665,1
1266,34798,0,2010.04,2016.04,2015.01,2015.04,3586.39,3738,253.15,0.1169099999999999,40.606701,41.78,1,409.67,6,34.64,0,0,27.213649066666665,0
4567,1021907,0,2011.02,2016.02,2011.02,2015.02,8086.89,11585,146.98,0.115744,40.606701,32.88,1,816.23,5,33.0,1,1,27.233470433333327,0
10825,17662,3290,2012.06,2016.06,2015.05,2015.06,1795.88,0,87.48,0.1151819999999999,40.606701,37.44,2,314.63,4,25.0,0,0,22.65650094444444,0
12597,4694,0,2010.11,2016.11,2010.11,2015.12,709.83,0,16.54,0.147506,45.80687796,22.89,1,73.68,5,13.85,0,0,14.80583869777777,0
3125,120841,0,2011.06,2016.06,2011.06,2015.06,1626.66,0,19.45,0.138765,44.44470996,0.12,1,76.24,5,13.85,1,1,14.862101931111113,0
6637,32889,0,2011.08,2016.09,2015.07,2015.09,3707.44,5569,16.11,0.160012,44.31137796,8.93,1,208.08,4,10.35,0,0,14.853293181111113,1
15797,5908,0,2009.08,2016.08,2009.08,2015.08,596.1,553,143.05,0.115174,40.606701,16.86,1,66.64,6,15.001,0,1,27.179282666666666,0
5618,13570,0,2012.02,2016.02,2012.02,2015.02,495.6,0,118.1,0.1169,40.606701,38.76,1,52.26,4,15.5,1,1,27.234919099999995,0
5460,14304,573355,2009.09,2016.07,2013.07,2015.07,14.76,34,131.76,0.1128599999999999,40.606701,35.8,2,31.06,6,26.4,0,0,27.186146999999995,0
2219,24847,0,2012.06,2016.06,2015.05,2015.06,2479.31,1924,129.25,0.1157609999999999,40.606701,13.72,1,309.11,4,15.01,1,0,27.25224208333333,0
12250,2667,0,2011.09,2016.08,2011.09,2015.08,386.69,0,18.32,0.140621,44.31137796,17.82,1,30.43,4,15.0,1,0,14.823715064444446,0
11169,325427,0,2011.11,2016.11,2011.11,2015.11,1695.26,0,128.89,0.1165089999999999,40.606701,3.9,1,200.54,4,20.76,1,1,27.148105303030302,0
8640,4066,109556,2010.04,2016.04,2010.04,2015.04,610.87,0,19.67,0.1457109999999999,44.31137796,27.32,2,56.53,6,13.2,0,1,14.845140508888887,0
13642,269163,0,2007.11,2016.11,2007.11,2015.11,25747.86,58734,143.54,0.110955,40.606701,-14.16,1,1878.59,8,76.2,0,0,27.15046616666666,0
1476,-400,0,2010.05,2016.03,2010.05,2015.03,81.46,141,13.76,0.161743,44.31137796,23.76,1,19.77,6,10.392,1,0,14.883728125555558,0
5265,246290,0,2013.04,2016.04,2013.04,2015.05,22842.22,19002,144.05,0.1095049999999999,40.606701,-2.98,2,1556.21,3,70.0,1,1,27.20720909696969,0
9173,18362,0,2012.01,2017.01,2012.01,2016.01,1828.11,1512,131.02,0.1169019999999999,40.606701,22.56,1,208.47,4,15.1,1,1,27.14424744444444,0
9903,211199,0,2013.01,2017.01,2013.01,2016.01,4789.5,4480,16.5,0.1640579999999999,44.31137796,23.28,1,422.88,3,10.35,0,0,14.840523681111108,0
2885,8003,6560,2009.09,2016.09,2015.07,2015.09,842.1,0,24.58,0.161168,44.31137796,10.03,4,64.16,6,10.35,0,0,14.854129564444442,0
13808,26430,0,2009.04,2016.03,2009.04,2015.03,0.0,56,0.0,0.000901,0.0,31.8,1,70.79,7,13.856,0,0,0.0003003333333333,0
10164,257505,0,2013.02,2016.02,2013.11,2015.02,4461.14,6455,90.95,0.1165089999999999,40.606701,25.92,1,598.01,3,17.320999999999998,1,1,27.173202583333328,0
12953,11494,0,2011.1,2016.1,2011.1,2015.1,1721.8,0,0.0,0.146348,45.30837756,18.4,1,157.04,4,13.856,0,1,14.871060153333334,0
14572,20591,0,2013.05,2016.05,2013.05,2015.05,3035.57,4072,9.04,0.142881,44.31137796,21.23,1,305.22,3,10.35,1,1,14.83933339777778,1
12830,22239,0,2010.08,2016.08,2010.08,2015.08,1354.27,1299,144.95,0.115174,40.606701,28.86,1,150.45,5,33.0,1,1,27.1792828,0
13875,2980,43,2009.07,2016.07,2009.07,2015.07,444.09,0,14.95,0.1457109999999999,44.31137796,19.48,2,43.34,7,13.856,0,0,14.829773281111112,0
13622,18459,32378,2010.05,2016.05,2010.05,2015.05,1728.8,1438,0.0,0.1457109999999999,44.31137796,24.9,2,163.58,6,15.0,1,1,14.840182903333336,0
6174,1079,4402,2010.05,2016.05,2014.04,2015.05,160.15,0,9.64,0.1457109999999999,44.31137796,19.11,3,19.94,6,10.35,0,0,14.86482859777778,0
1943,23760,0,2009.1,2016.1,2009.1,2015.1,3517.34,0,18.37,0.1446309999999999,44.31137796,8.8,1,299.26,6,13.2,0,0,14.814831175555556,0
8213,10457,0,2012.04,2016.04,2013.1,2015.04,569.52,0,18.32,0.146694,44.31137796,21.48,1,58.36,4,10.39,1,1,14.845555842222224,0
5957,19655,0,2012.02,2016.02,2015.12,2015.02,2920.15,2572,15.63,0.142996,44.31137796,23.4,1,287.89,4,10.392,1,0,14.86453207,1
